 uniform	制服
"I got it from some gambling type who was required to pay-up or perish."	「我是從一個賭徒手上弄來的，他不付錢就得死。」
"That unit is a good, all-around droid. Sure, it may seem a little dinged-up but it's not as bad as it looks. There is still quite a bit of life left in it. It is a great little companion. And for you, only 40 buckazoids (32 with coupon)."	「那個型號是很不錯的全能機器人。沒錯，它看起來有點傷痕累累，但沒你想的那麼糟，還很耐用。它是很棒的小夥伴。給你嘛，只要40枚太空幣（有折價券32枚）。」
"We call that one The Peacemaker. It's used primarily in security. In a crime situation it is capable of apprehending, trying, sentencing, and punishing the offender on the spot. Swift and effective. And only 368 buckazoids (294 with coupon)."	「我們叫它『和平使者』。主要用在保安工作。碰到犯罪現場，它能當場逮捕、審判、判刑，還執行懲罰。又快又有效率。只要368枚太空幣（有折價券294枚）。」
"That compact unit is often used for mining. It is short and stocky, and quite strong for its size. It is designed to work in areas which may be hazardous to non-mechanized beings. 325 buckazoids for years of service (294 with coupon)."	「那款小型機器人常用在採礦。個子矮壯，力氣卻不小。專門設計來在對非機械生命體有危險的地方工作。325枚太空幣就能用上好幾年（有折價券294枚）。」
"That one is a collector's item. One of the very first droids ever built. Someday that rare piece is going to bring me a small fortune at auction. It's not for sale."	「那台是收藏品，是最早期造出來的機器人之一。總有一天，這件稀世珍寶會在拍賣會上讓我大賺一筆。它不賣。」
"Welcome to Droids-B-Us, the finest emporium for mechanized beings in the quadrant. We have a complete line of droids for any purpose imaginable. Well, almost any."	「歡迎光臨機器人量販店，本象限最頂級的機械生命體專賣店。我們有齊全的機器人系列，任何你想得到的用途都找得到。嗯，幾乎啦。」
All top-of-the-line, but, I suppose YOU would probably be interested in our SALE items. Please walk this way."	全都是頂級貨，不過，我猜你大概只對我們的特價品有興趣。這邊請。
"Only one droid per person in this town. It's an ordinance, you know."	「這城裡規定一人只能買一台機器人。這是法令，你知道的。」
"Nice to see you again. Where is your little friend?"	「很高興再見到你。你的小夥伴呢？」
"Oh, I do hope nothing has happened to it. Especially with it being a sale item. You did understand that sale items aren't covered under the terms of our warranty policy, I'm sure."	「喔，希望它沒出什麼事，尤其它還是特價品。你應該知道特價品不在我們的保固範圍內吧。」
"I'll be upstairs if you need anything."	「有事的話我在樓上。」
This is the inside of Droids-B-Us. The room has a pedestal in the middle and a stairway and balcony toward the back. A variety of droids adorn the floor space.	這裡是機器人量販店的內部。房間中央有個基座，後方是一道樓梯和陽台。地板上擺滿了各式各樣的機器人。
There is nothing I can tell you that the salesman hasn't already.	銷售員該說的都說過了，我沒什麼好補充的。
The salesman is a strangely built being. He looks like he might tip forward any minute.	這個銷售員的體型很奇怪，看起來隨時都會往前倒。
Silly human!	「傻乎乎的人類！」
You cannot see anything out the tiny and unimportant window.	這扇窗又小又不起眼，你什麼都看不到。
Why?	「為什麼？」
There is nothing special about the rail and, no, you can't slide down it.	這扶手沒什麼特別的，而且不行，你不能滑下去。
The banner indicates that there is a sale occurring.	布條上寫著現在有特價活動。
There is no need to do that.	沒必要那麼做。
Not for sale.	恕不出售。
Using your discount coupon you have made a relatively decent purchase of a pre-owned sale item.	用你的折價券，你買下了一件還算划算的二手特價品。
I see you bear one of those coupons. Oh, well. You shall receive 20\\% off any of my quoted prices.	「我看你身上帶著那種折價券。好吧，我開的所有報價都算你打20\\%的折扣。」
That item is not in your possession.	那件東西不在你身上。
"Are you here to talk or are you here to buy," the salesman asks.	「你是來聊天，還是來買東西的？」銷售員問道。
You have this strange sinking feeling.	你有種說不出的不祥預感。
"Ken? Did you hear something?"	「肯？你聽到什麼聲音了嗎？」
Through a strange quirk of fate (or was it?) you have stumbled into a place beyond time, space and dimension. You have entered...The Daventry Zone!! That's right, the land of King's Quest. This will not help you now since you are playing Space Quest.	由於命運的奇特安排（還是說並非如此？），你誤打誤撞闖進了一個超越時間、空間與次元的地方。你進入了……戴文垂領域！！沒錯，就是《國王密使》的世界。不過這對你沒什麼幫助，因為你玩的是《宇宙傳奇》。
"It was probably just the gators entertaining another Space Quest player. Go back to sleep, 'berta."	那大概只是鱷魚又在耍另一個玩《宇宙傳奇》的玩家吧。回去睡覺啦，柏塔。
YOU LOSE, HOMEBOY!!!	你輸了，老兄！！！
Enter Number > 	輸入數字 > 
1 = Skulls    2 = Cherries	1 = 骷髏頭    2 = 櫻桃
3 = Diamonds  4 = Eyes	3 = 鑽石  4 = 眼睛
 Wins 1   	 贏 1   
 Wins 3   	 贏 3   
 Wins 5   	 贏 5   
 Wins 20  	 贏 20  
 Wins 10  	 贏 10  
 = DEATH! 	 = 死亡！ 
  To Cash In   	  兌現   
  Press "F10"  	  按「F10」  
You are presently standing in front of a slot machine.	你現在站在一台吃角子吃角子老虎前面。
You're broke!  Hit the road, freeloader!	你已經身無分文了！滾吧，白吃白喝的傢伙！
Sorry, you don't have enough to bet that much.	抱歉，你的錢不夠下這麼大的注。
F10 To Quit	F10 離開
 F4 Bets $1    F6 Bets $2    F8 Bets $3	  F4 下注$1    F6 下注$2    F8 下注$3
Bet           	下注           
 1 = 1x Payoff	 1 = 1倍賠率
Gosh, %s1.  It would appear you have met an untimely demise.  With the explosive destruction of the Arcada you become part of a fresh collection of space debris.	天啊，%s1。看來你死得不是時候。阿寇達號爆炸解體，你也順勢變成了一堆新鮮的太空垃圾。
Despite your surprisingly valiant effort, you have been blown to eternity by the Star Generator itself.	儘管你出乎意料地英勇奮戰，最後還是被星辰產生器本身炸得灰飛煙滅。
As you nervously hang on, the skimmer rises slowly to the surface of the planet via a secret passage.	你緊張地抓緊扶手，沙漠飛車沿著一條秘密通道緩緩升上星球表面。
Upon reaching the surface, you throttle up and zoom off into the sunset.	一到地面，你立刻加足馬力，朝著夕陽疾駛而去。
There seems to be sand as far as the eye can see.	放眼望去似乎全是沙子。
There is not much to see. Just a lot of sand.	沒什麼好看的，只有一堆沙子。
You are in the desert. There is a mesa to the north.	你身處沙漠中。北邊有一座平頂山。
              SPACE QUEST	                宇宙傳奇
                 Help	                 說明
    F1 displays this message.	        F1 顯示這則訊息。
    F2 turns the sound off and on.	            F2 開關音效。
    F3 retypes the last line typed.	     F3 重新輸入上一行打過的指令。
    F5 saves your current game.	        F5 儲存目前的進度。
    F7 restores a saved game.	          F7 讀取存檔。
    F9 restarts the game.	      F9 重新開始遊戲。
   TAB shows the status screen.	        TAB 顯示狀態畫面。
   ESC pops up menus.	     ESC 叫出選單。
Ctrl-J sets up your joystick.	Ctrl-J 設定你的搖桿。
Ctrl-R toggles RGB monitor modes.	Ctrl-R 切換 RGB 螢幕模式。
    F1 or HELP displays this message.	        F1 或 HELP 顯示這則訊息。
   TAB shows status screen. (see below)	       TAB 顯示狀態畫面。（見下方）
Double clicking joystick button or\n right mouse button also shows status\n screen. Single click pops up menus	雙擊搖桿按鈕或滑鼠右鍵，\n 也會顯示狀態\n 畫面。單擊則會叫出選單
    +  Increases volume.	        +  提高音量。
    -  Decreases volume.	        -  降低音量。
    F6 to fire Pulseray.	    F6 發射雷射槍。
Ctrl-J sets up your controller.	Ctrl-J 設定你的控制器。
You have just become a vertical meal for the local welcoming committee.	你剛剛變成了當地歡迎委員會的直立式大餐。
You have been driven into the ground like a flesh piton, %s1.	你被狠狠砸進地面，像根血肉打造的岩釘，%s1。
You hear a strange roar, like something traveling through the atmosphere at a very high rate of speed.	你聽到一陣奇怪的咆哮聲，像是有什麼東西正以極高速穿越大氣層。
You are startled by the sound of an alarm. It is followed by an urgent voice which warns that the Arcada has been boarded by unknown intruders. It ends abruptly.	一陣警報聲把你嚇了一跳，接著傳來一個急促的聲音，警告阿寇達號已遭不明入侵者登艦——話才說到一半就戛然而止。
Everything down here is composed of very hard rock. Everything has a slimey look and feel due to the humidity.	這一帶全是硬梆梆的岩石，濕氣重到摸起來又滑又黏。
Nothing can be climbed here. Things are either too slimey or too steep.	這裡沒東西能爬，不是太滑就是太陡了。
You are dead! You can only restore, restart, or quit the game.	你死了！現在只能讀取存檔、重新開始，或離開遊戲。
Well, %s1, that was a smooth half-gainer into the elevator shaft.  Did you decide that you would think more clearly with your brains re-organized?	哎呀，%s1，你這一跳漂亮地翻進了電梯井裡。是覺得把腦袋重新洗牌一下，會讓你想得更清楚嗎？
That concludes your experiment involving the effects of total vacuum on the human body, %s1.	好啦，%s1，你這下總算親身做完「人體暴露在真空中會怎樣」這個實驗了。
As you lie on the floor in a smoldering, carbogelatinous heap you can't help but wonder why you bothered getting up this morning.	你倒在地上，變成一堆還冒著煙的焦黑軟泥，忍不住在想，今天早上到底幹嘛還爬起床。
You are now lying on the floor in many pieces.  Guess those beams meant business, %s1.	你現在躺在地上，被拆成好幾塊了。看來那些雷射光束不是鬧著玩的，%s1。
How about that darn artificial gravity, %s1.  Just like the real thing, huh?	這該死的人工重力還真行啊，%s1。跟真的沒兩樣吧？
You've been snatched from existence by a tentacled beast lurking beneath the grate.  You feel the painful sting of digestive fluids.	格柵下潛伏的觸手怪一把將你拖走，你就這樣從世上消失，只感受到消化液帶來一陣椎心刺骨的痛。
Due to a lack of navigation, you have exhausted the meager amount of emergency fuel without finding a safe place to land.  You are lost in space.	因為缺乏導航，你把本來就少得可憐的緊急燃料耗光，還是沒找到安全的降落地點。你就這樣，迷失在茫茫太空之中。
Luck's turn has cost you dearly. As life seeps away, you long for the simpler days aboard the Arcada.	這次運氣不在你這邊，代價可大了。生命一點一滴流逝之際，你不禁懷念起在阿寇達號上單純的日子。
You've been mowed down by a Deltaur crewthing.	你被一名代爾它號上的船員給撂倒了。
Not being a very smooth thief you have been caught and dealt with appropriately.	你這小偷做得一點都不俐落，被逮個正著，也得到了該有的下場。
Gee whiz, %s1! You could actually be a hero if you weren't so clumsy. Wise up.	唉唷，%s1！你要是沒那麼笨手笨腳，說不定還真能當英雄呢。醒醒吧。
Thank you for playing Space Quest.  Too bad you've failed miserably and doomed all your people to a horrible death at the hands of the Sariens. If you continue playing as skillfully as this, we'll never have a chance for a sequel.  Better luck next time.	感謝你遊玩《宇宙傳奇》。可惜你搞得一塌糊塗，害全人類死在沙利安人手裡，死狀淒慘。你要是繼續這樣玩下去，我們大概永遠等不到續集了。祝你下次好運。
Alas, %s1, you have failed in your attempt to save the universe from the clutches of the Sariens.	唉，%s1，你這次拯救宇宙、擺脫沙利安人魔掌的任務，失敗了。
Once again, you've demonstrated your inability to carry out a simple task like saving all of humanity. You quickly glance around the room to see if anyone saw your silly mistake. Thank you for playing Space Quest, %s1. You've been most entertaining.	你再一次證明了自己連拯救全人類這種小事都辦不到。你趕緊環顧四周，看看有沒有人目睹你這個蠢錯。感謝你遊玩《宇宙傳奇》，%s1。你真的帶給我們不少歡樂。
You hear footsteps. . .	你聽見腳步聲……
Unable to see anyone here, the alien leaves to search elsewhere.	這裡沒看到半個人影，那外星人便轉往別處搜尋去了。
As you slip away the alien decides that one of his comrades will take care of you.	趁你偷溜的時候，那外星人心想，反正有其他同伴會盯著你。
You think you hear footsteps!	你好像聽到腳步聲！
Welcome	歡迎
Time Till Detonation	距離引爆時間
Hope your life insurance is paid up	希望你有乖乖繳壽險保費
You have traveled a long way only to die by carelessly stepping to your death. What a clod!	你千里迢迢跑到這裡，卻因為一個不小心踩空活活摔死。真是個大呆瓜！
Lucky for you it was a short drop and you landed on an area of your body not sensitive to shock. You`d better be more careful in the future, %s1.	算你幸運，這次摔得不高，而且剛好摔在不太怕痛的部位。%s1，你以後最好小心一點。
Suddenly you see a large, black metal sphere falling out of the sky - a Sarien Spider Droid. Upon touching down on the planet's surface, it sprouts legs and begins its search for you. You recall from an article in Space Piston Magazine that this droid is designed to seek out organic life forms and self destruct when contact is made.	你忽然看見天空掉下一顆黑色金屬大球——是沙利安蜘蛛機器人。牠一落地就長出好幾隻腳，開始四處搜尋你的蹤跡。你想起《太空活塞雜誌》上一篇報導提過，這種機器人的設計就是專門搜尋有機生命體，一接觸到目標就會自爆。
Not many tales are told of the spider droids due to a lack of live witnesses.	關於蜘蛛機器人的傳說並不多，畢竟活下來作證的人少之又少。
You have just been blown into bite-size chunks by a Sarien spider droid.	你剛被一台沙利安蜘蛛機器人炸成一口大小的碎塊。
SUITABLE PLANET SELECTED	已選定合適行星
Planet:	行星：
Dimensions:	大小：
Atmosphere:	大氣：
Life/Civilization:	生命∕文明：
Temperature:	溫度：
  Kerona	柯羅娜星
  3,744.3 Km Diameter	    直徑3,744.3公里
  Breathable	  可供呼吸
  Unknown	  未知
Navigation System Locked-In	導航系統已鎖定
Planet Profile	行星檔案
It is a loose granular material resulting from the disintegration of  the area's rocks.	這是這一帶岩石風化崩解後，形成的鬆散顆粒物質。
It is quite a unique work of nature. It might hold you.	這是一件相當獨特的自然傑作，應該撐得住你的重量。
It is a quite unique, natural formation carved out through eons by the elements. It does not appear to be accessible from here.	這是經過億萬年風化雕琢而成的獨特天然地形，看起來沒辦法從這裡過去。
The sky is a clear and cosmic purple.	天空是一片清澈的宇宙紫。
You can see the opening into a cave but cannot make out any detail inside.	你看得到一個洞穴入口，但裡面的細節看不清楚。
In the distance you see very large piles of sand.	遠處可以看見一堆堆巨大的沙丘。
You shiver at the sight of the spider droid with its spindly legs and cold metallic body. Its red scanner probes the terrain for anything that moves. Truly an icon of terror.	看到蜘蛛機器人那細長的腳和冷冰冰的金屬身軀，你不禁打了個寒顫。牠的紅色掃描器正在地形上搜尋任何會動的東西，真是恐怖的化身。
You, a mere human, are no match for this mechanical menace.	你不過是個凡人，根本不是這台機械怪物的對手。
The cliffs are sheer and dangerous.	這片峭壁又陡又危險。
Seen one rock, seen them all.	看過一顆石頭，等於看過全部。
You cannot climb the cliffs or rocks.	你爬不上這片峭壁或岩石。
Leave the rocks alone.	別去動那些石頭。
That won't help you..	那樣對你沒有幫助。
You have some truly twisted ideas.	你的想法還真是夠扭曲的。
Why would you want to do that? You got a bone to bury?	你幹嘛想做這種事？有什麼骨頭要埋喔？
You don't need to be burying anything.	你不需要埋什麼東西。
Don't be ridiculous.	別鬧了。
It's a long way down.	這裡下去可深了。
It's quite sandy down there.	下面沙子還真多。
Not far below you is a large horizontal plane which proves beneficial in maximizing the exploitation of gravity.	你下方不遠處有一大片水平地面，非常適合讓重力發揮到淋漓盡致。
This is one of the electronic barrier stations encircling Ulence Flats. Its force field keeps out anything or anyone traveling on or under ground.	這是環繞尤倫斯荒原的電子屏障站之一，它的力場能擋住任何想從地面或地底通過的人事物。
Kerona is a desolate place. The surface seems to be strewn exclusively with sand as far as the eye can see and the heat is unrelenting.	柯羅娜星是個荒涼之地。放眼望去，地表幾乎全是沙子，熱氣更是逼人到不行。
This vast silicon sea seems to stretch to infinity.	這片浩瀚的矽沙之海，看起來一望無際。
 You Bet  $%v123	 你下注  $%v123
 You Have $%v124	 你有 $%v124
Sorry, there seems to be a circuit failure.  To be reimbursed send claim to Gippazoid Novelties, 2001 Odessa Blastway  Gurnville, Faydor    Exl Galaxy.\n (Please allow two decades for delivery)	抱歉，這裡似乎發生了電路故障。如需理賠，請將申請書寄至 Gippazoid Novelties 公司，地址：Exl 星系 Faydor 星 Gurnville 市 Odessa Blastway 街 2001 號。\n （出貨作業請等候二十年）
 You Win  $%v64 	 你贏了  $%v64 
   You Lose    	   你輸了    
  Tough Luck   	算你倒楣
 It's Hopeless 	沒救了
   Eat Sand    	去吃沙吧
 Suck Methane  	去吸甲烷吧
   So Sorry    	真可惜
 Not A Chance  	想都別想
You hear some zapping and popping.	你聽到一陣滋滋啪啪的聲響。
The green droid is quite small and nondescript. It is a prime example of the technological state of early robotics. Fairly primitive at best. It's amazing that it still functions.	這台綠色機器人個頭不大，長相也普普通通，稱得上是早期機器人技術的典型代表——說好聽點是簡陋，能動已經算奇蹟了。
The white droid is just a little shorter than you are. Its body appears to be built of some type of light composite substance. These droids were the first truly reliable flight-control systems produced, designed to pilot many different types of craft.	這台白色機器人比你矮一點點，機身看起來是某種輕質複合材料打造的。這系列機器人是史上第一批真正可靠的飛行控制系統，專門設計來駕駛各式各樣的飛行器。
The droid you spent your hard-earned buckazoids on is lying in the sand in many pieces. You begin to suspect that the little fellow may have been defective. It is damaged beyond repair.	你花了辛苦賺來的太空幣買的那台機器人，現在四分五裂地躺在沙地上。你開始懷疑這小傢伙該不會本來就有瑕疵吧，反正它已經壞得沒法修了。
The little droid doesn't seem to have anything to say.	這台小機器人好像沒什麼話要說。
"Hello...(ping) I am a model QR 7 Pilot Droid. I have navigated many different kinds of ships to many different worlds (buzz, click) and have acquired much flight knowledge from my travels."	「哈囉……（叮）我是一台 QR 7 型導航機器人。我曾經駕駛過各種不同的飛船，跑遍許多不同的世界（嗡嗡、喀嚓），旅途中累積了不少飛行知識。」
"I am most anxious to serve you, Sir (click). I hope you find my services satisfactory. My, but that's a smart-looking flight suit you have on."	「我非常樂意為您服務，長官（喀嚓）。希望您會滿意我的服務。哎呀，您身上這套飛行裝還真是帥氣。」
"It sure feels good to be out of that stuffy metal market (click). I thought I was doomed to sit there and rust away."	「總算離開那個悶死人的金屬市集了，感覺真好（喀嚓）。我還以為自己注定要坐在那裡生鏽到老呢。」
"People say I talk too much - do you think I talk too much? I don't think I talk too much (beep). I'm going to shut up now."	「大家都說我話太多——你覺得我話很多嗎？我自己是不覺得啦（嗶）。好，我現在要閉嘴了。」
You can't do that now. Try later.	你現在不能這麼做，晚點再試試看。
This is neither the time nor the place.	現在不是時候，這裡也不是地方。
Are you crazy?	你是瘋了嗎？
There is a guardian droid here roaming the corridor. 	這裡的走廊上有一台守衛機器人在巡邏。 
The robot droid isn't programmed for speech, only to kill.	這台機器人沒有語言功能，只被設定用來殺人。
If the robot droid could laugh, which it is not programmed to do, it would do so. Your pulseray is only effective against living opponents!	要是這台機器人會笑——雖然它根本沒被設定成會笑——牠現在大概會笑到不行。你的雷射槍對這種東西沒用，只對活生生的對手才有效！
You are welcome to try.	你倒是可以試試看。
The bomb has fallen to the floor where it has exploded harmlessly. The guard is so intent on guarding the Star Generator he doesn't even blink an eye.	炸彈掉到地上，毫無殺傷力地爆炸了。這名守衛一心只顧著看守星辰產生器，眼睛眨都沒眨一下。
You've just been disintegrated 	你剛剛被瞬間分解了 
%m12by contact with the robot droid.	%m12原因是碰到了那台機器人。
%m6Fortunately, it recognizes you as a Sarien.	%m6，幸好牠把你認成了自己人（沙利安人）。
The grenade drops to the floor releasing its poisonous gas on the unsuspecting alien. Good shot %s1!	手榴彈掉到地上，瓦斯往那毫無防備的外星人身上噴去。丟得漂亮，%s1！
Obviously, this was not the smartest thing you've done today. You have once again demonstrated that a janitor's place is not in space.	很明顯，這不是你今天做過最聰明的事。你再一次證明了，清潔工的舞台不在太空。
You're toast!	你死定了！
%m12by the Sarien's pulseray. Perhaps this will teach you not to loiter about on the Deltaur.	%m12就是被沙利安人的雷射槍打中了。這下應該能教會你別在代爾它號上到處閒晃。
Geez %s1! Go take some marksmanship courses and come back and give it another try in a couple of months. OK?	唉唷 %s1！去上個幾堂射擊課吧，過幾個月再回來試一次，好嗎？
You've just been reduced to micro-particles by the alien's pulseray. You'll have to be quicker on the draw than that %s1.	你剛被那外星人的雷射槍打成微粒子了。%s1，你拔槍的速度得比這個快才行。
You are in one of the Deltaur's ventilation shafts.	你正在代爾它號的其中一條通風管道裡。
You've seen one ladder, you've seen them all.	看過一座梯子，等於看過全部。
You see nothing special.	你沒看到什麼特別的東西。
It looks as though you've been shafted, %s1.	看來你被這條通風管坑得死死的，%s1。
It is already closed.	已經關上了。
You try to use the knife to pry open the vent, but are unsuccessful.	你想用刀子撬開通風口，但沒能成功。
It is already open.	已經開著了。
You cannot pry open the grate which seems to be stuck.	這個格柵好像卡住了，你撬不開。
Your nose has just been redesigned by your ill-advised attempt to insert it into a closed vent.	你異想天開想把鼻子伸進關著的通風口，結果鼻子當場被「重新設計」了一番。
You cannot reach the grate from here.	你在這裡搆不到那個格柵。
Through the grate you can see into what appears to be the ship's laundry facilities.	透過格柵，你可以看到裡面似乎是這艘船的洗衣間。
Through the grate you can see into an empty room.	透過格柵，你看到裡面是一間空房。
Wouldn't it be a little silly to fire a gun in here?	在這裡開槍，會不會太蠢了點？
That's up to you.	這由你決定。
It looks like you jarred it loose!	看起來你把它給搖鬆了！
It is closed.	它是關著的。
It is open.	它是開著的。
You slide the trunk just beneath a wall vent.	你把箱子推到牆邊的通風口下方。
Using your Xenon Army Knife you pry the vent open.	你用氙星軍刀把通風口撬開了。
It won't do any good unless you PUSH TRUNK to the wall, so that you can CLIMB TRUNK, OPEN VENT, ENTER VENT.	這樣做沒有用，除非你先打 PUSH TRUNK 把箱子推到牆邊，這樣才能 CLIMB TRUNK、OPEN VENT、ENTER VENT。
The voices, muffled now, grow louder.	原本模糊的說話聲，逐漸變大了。
After a few minutes the trunk thuds to	幾分鐘後，箱子砰地一聲摔到
You can not enter the narrow vent wearing that jetpack.	你背著噴射背包，根本鑽不進這條窄通風口。
With the chest open that act would be highly ineffective.	箱子開著的時候，這麼做一點用都沒有！
It's just a dirty old trunk.	只是一個髒兮兮的舊箱子。
There is no trunk here.	這裡沒有箱子。
Wouldn't you look silly standing on an open trunk?	站在打開的箱子上，你不覺得自己很蠢嗎？
Where would you like to put it?	你想把它放在哪裡？
There is a jetpack in it.	裡面有一個噴射背包。
It is empty.	裡面是空的。
Just because you can fly doesn't make you Superman.	你會飛不代表你是超人。
Don't worry about it. You won't be needing it anymore. Trust me.	別擔心，你不會再需要它了。相信我。
You put the jetpack into the trunk!	你把噴射背包放進箱子裡了！
The vent is closed.	通風口是關著的。
The vent is stuck shut.	通風口卡死了，打不開。
It is too dark to do anything in here.	這裡太暗了，什麼都看不清楚。
As you exit the trunk, you notice that you have lost your jetpack.	你從箱子裡出來時，才發現噴射背包不見了。
Your alien outfit is too bulky to allow you into the vent.	你這身外星人的裝扮太笨重了，鑽不進通風口。
The trunk is too heavy to carry around.	這箱子太重了，扛不動。
You can't, its attached to the wall.	不行，它是固定在牆上的。
You should get off the trunk first.	你應該先從箱子上下來。
Leaving your jetpack lying around wouldn't be very bright. Someone might find it, and then how would you get home?	把噴射背包隨便亂丟可不是個好主意。要是被人撿走，你要怎麼回家？
The purpose of such an endeavor seems frivolous at best!	這麼做，怎麼看都只是白費力氣！
"Hey bud, what's with the helmet indoors?" asks the curious guard.	「嘿，老兄，室內幹嘛還戴著頭盔？」好奇的守衛問道。
Just as you begin to speak, the Sarien guard says, "How many Analexians does it take to seduce a three-eared female sillovite."	你才剛要開口，沙利安守衛就搶著說：「要幾個阿納萊克森人，才能勾引到一隻三隻耳朵的母西洛維特？」
"Which way to the little boys room?" you ask, hoping Sariens even do that sort of thing.	「洗手間怎麼走？」你問道，心裡盼著沙利安人好歹也會上廁所。
"Is this the way to the Star Generator?" you ask.	「這是通往星辰產生器的路嗎？」你問道。
"Have you played King's Quest III?" you ask the Guard.	「你玩過《國王密使III》嗎？」你問守衛。
"Are we having fun yet?" you ask the guard.	「我們現在玩得開心嗎？」你問守衛。
"Gotta light?" you query the guard.	「借個火？」你問守衛。
"Ssshh!" you exclaim, "I'm hiding from the boss." figuring you might confuse the guard.	「噓！」你低聲說：「我在躲老闆。」心想這樣或許能唬住守衛。
After a reasonable period of silence at your end, the Guard answers his own joke, "Two!!!". He does not seem unduly impressed by your lack of laughter.	你沉默了好一陣子，守衛只好自己公布笑點：「兩個！！！」他似乎對你完全笑不出來這件事，不太滿意。
The puzzled expression on the face of your new found friend confirms your worst fears.	這位新朋友臉上的困惑表情，證實了你最擔心的事。
"Don't ask me, I just work here," responds the unhelpful guard.	「別問我，我只是在這裡上班的。」毫無幫助的守衛回答。
"Yes" responds the surprised Guard, "I just bought it last week. It was on sale for 128,000 buckazoids at Tiny's Holodisk Shop. What a bargain!!!"	「對啊，」驚訝的守衛回答，「我上禮拜才買的。在『小不點全息碟店』特價128,000枚太空幣，超划算的！！！」
"This is the most fun I've had since the Hipoglopus ate my brother," responds the bored looking Sarien.	「這是自從希波格洛帕斯吃掉我弟弟以來，我玩得最開心的一次了。」一臉無聊的沙利安人回答。
"Sorry, don't drink."	「抱歉，我不喝酒。」
The guard pretends not to notice you.	守衛假裝沒看到你。
Quiet! You don't want to accidentally blow your cover, do you?	小聲點！你該不會想不小心暴露身分吧？
Shouldn't you be trying to save your planet?	你不是應該去拯救你的星球嗎？
Talk, talk, talk, can't you find anything better to do?	講話講話講話，你就沒別的事好做了嗎？
The guard wrinkles his nose in disgust. "Leave me alone!" he exclaims. "You smell like the ventricular portion of a Hypoglopus!" Obviously, this guard has no taste at all.	守衛嫌惡地皺起鼻子：「別煩我！」他大喊：「你身上的味道，像極了希波格洛帕斯的心室部位！」看來這守衛真的一點品味都沒有。
The guard looks at you as though you just questioned his mothers heritage. Perhaps you should not waste time conversing with the guards.	守衛瞪著你，好像你剛剛質疑了他母親的出身。或許你不該浪費時間跟守衛們閒聊。
The guard talks back.	守衛頂了回來。
The guard describes to you in graphic detail his previous evening's exploits.	守衛鉅細靡遺地跟你描述他昨晚的豐功偉業。
The guard outlines his favorite massacre, "The Great Daventry Rout" as he called it. You ponder the meaning of this for a while.	守衛跟你大談他最愛的一場大屠殺，他稱之為「達文垂大潰敗」。你想了半天也想不透這是什麼意思。
The guard looks at you as though you look different somehow.	守衛盯著你看，好像覺得你哪裡不太一樣。
Leave me alone. I am guarding the Star Generator.	別煩我，我正在看守星辰產生器。
Kill him yourself.	你自己動手殺他吧。
As you pucker up your lips and lean close, you suddenly remember what your mother taught you about Sariens. In a rare moment of wisdom, you decide not to get anything started you're  unwilling to finish.	你正噘起嘴唇準備湊過去，忽然想起媽媽以前怎麼教你認識沙利安人。你難得清醒了一次，心想沒把握善終的事，還是別輕易開頭。
He looks to be armed and dangerous. I wouldn't mess around with him.	他看起來全副武裝又危險，我可不會想惹他。
"Do you own King's Quest II?" asks the nosy guard.	「你有《國王密使II》嗎？」愛管閒事的守衛問道。
"Too Bad."	「真可惜。」
"Great!!!" responds the guard. Pondering his interest you ask yourself whether or not this guy is getting a kickback from Sierra On-Line. Later you realize this is silly, what would a Sarien do with money from Coarsegold?	「太棒了！！！」守衛回答。看他這麼感興趣，你不禁懷疑這傢伙是不是拿了Sierra On-Line的回扣。後來你才發覺自己想太多——一個沙利安人，要柯斯戈爾德的錢幹嘛？
Everyone gets their kicks in different ways. Yours is the strangest of which I am aware.	每個人尋開心的方式都不一樣。你的這種，是我看過最奇怪的一種。
You aren't near enough.	你離得不夠近。
There is no need for that here.	這裡用不著那樣做。
Cartridge	資料匣
Rock	石頭
Gadget	小裝置
Orat Part	歐拉特部位
Keycard	磁卡
Glass	玻璃碎片
Skimmer key	飛車鑰匙
Beer	啤酒
Jetpack	噴射背包
Buckazoid(s)	太空幣
Survival Kit	求生包
Dehydrated Water	濃縮水
Sarien ID card	沙利安人識別卡
Pulseray	雷射槍
Gas Grenade	瓦斯手榴彈
Remote Control	力場遙控器
Plant	植物
Xenon Army Knife	氙星軍刀
Own 1 Used Ship	已有1艘二手太空船
Control	控制器
Pocket Lint	口袋棉絮
nothing	沒有東西
